Date;Open;High;Low;Close;Volume_Bitcoin;Volume_Currency;Weighted_Price
19.11.2011;2.5;2.5;2.43;2.43;48.87;119.55;2.45
18.11.2011;2.5;2.79;2.5;2.5;88.44;224.29;2.54
17.11.2011;3;3;2.5;2.99;17.02;47.36;2.78
16.11.2011;2.51;3;2.51;3;5.62;16.74;2.98
15.11.2011;2.99;3;2.5;2.5;97.34;256.46;2.63
14.11.2011;2.95;2.95;2.47;2.47;183.4;505.87;2.76
13.11.2011;3.35;3.35;3.35;3.35;29.49;98.79;3.35
12.11.2011;3.35;3.35;3.35;3.35;2.79;9.35;3.35
11.11.2011;3.3;3.3;3.3;3.3;65.43;215.93;3.3
10.11.2011;3.25;3.3;2.95;3.3;121.67;388.05;3.19
09.11.2011;3.09;3.3;3.09;3.3;58.86;188.32;3.2
08.11.2011;3.08;3.08;3.08;3.08;47.47;146.21;3.08
07.11.2011;0;0;0;0;0;0;0
06.11.2011;2.95;2.95;2.95;2.95;203.39;599.99;2.95
05.11.2011;3.21;3.21;3;3;103.51;324.14;3.13
04.11.2011;3.27;3.55;3.21;3.55;117.08;389.57;3.33
03.11.2011;0;0;0;0;0;0;0
02.11.2011;0;0;0;0;0;0;0
01.11.2011;3.32;3.33;3.32;3.33;38.78;128.84;3.32
31.10.2011;3.25;3.55;3.2;3.3;68.99;226.89;3.29
30.10.2011;3.85;3.85;3.2;3.5;116.38;427.19;3.67
29.10.2011;3.69;4.4;3.69;3.95;88.43;342.35;3.87
28.10.2011;3.07;4.36;3.07;4.2;118.38;445.38;3.76
27.10.2011;0;0;0;0;0;0;0
26.10.2011;2.72;3;2.67;2.69;268.27;719.88;2.68
25.10.2011;2.66;2.72;2.66;2.72;130.3;350.7;2.69
24.10.2011;2.99;2.99;2.92;2.92;64.54;189.09;2.93
23.10.2011;0;0;0;0;0;0;0
22.10.2011;0;0;0;0;0;0;0
21.10.2011;2.22;2.27;2.22;2.27;41.46;92.89;2.24
20.10.2011;2.22;2.29;2.22;2.24;61.97;139.29;2.25
19.10.2011;0;0;0;0;0;0;0
18.10.2011;0;0;0;0;0;0;0
17.10.2011;3.92;3.92;3.92;3.92;10.24;40.14;3.92
16.10.2011;0;0;0;0;0;0;0
15.10.2011;0;0;0;0;0;0;0
14.10.2011;4.05;4.05;4.05;4.05;96.98;392.76;4.05
13.10.2011;3.93;3.97;3.93;3.97;109.62;433.33;3.95
12.10.2011;3.95;3.99;3.93;3.93;79.52;313.64;3.94
11.10.2011;3.98;4.1;3.98;4.1;78.08;312.24;4
10.10.2011;3.99;4.51;3.99;4.51;132.5;596.03;4.5
09.10.2011;3.89;3.89;3.89;3.89;11;42.79;3.89
08.10.2011;4.57;4.57;3.99;3.99;56;249.51;4.46
07.10.2011;4.8;4.81;4.59;4.61;94.64;443.64;4.69
06.10.2011;4.88;4.99;4.8;4.8;170.84;838.64;4.91
05.10.2011;4.92;6.25;4.8;4.92;113.72;571.95;5.03
04.10.2011;4.86;5.3;4.8;4.98;142.52;701.88;4.92
03.10.2011;4.85;4.87;4.83;4.87;30.58;148.23;4.85
02.10.2011;0;0;0;0;0;0;0
01.10.2011;0;0;0;0;0;0;0
30.09.2011;0;0;0;0;0;0;0
29.09.2011;4.81;4.82;4.81;4.82;46.96;226.2;4.82
28.09.2011;4.9;4.91;4.82;4.82;83.05;403.85;4.86
27.09.2011;4.85;4.92;4.85;4.92;24.35;119.23;4.9
26.09.2011;6.06;6.06;4.8;4.8;39.58;236.8;5.98
25.09.2011;6.05;6.05;6.05;6.05;12.22;73.93;6.05
24.09.2011;5.7;5.76;5.68;5.68;90.59;518.38;5.72
23.09.2011;5.7;5.72;5.7;5.72;20.68;118.02;5.71
22.09.2011;5.68;5.72;5.68;5.72;43.78;249.4;5.7
21.09.2011;5.7;5.79;5.66;5.66;17.63;100.59;5.71
20.09.2011;4.92;5.66;4.92;5.66;89.28;481.05;5.39
19.09.2011;4.9;4.9;4.9;4.9;20;98;4.9
18.09.2011;4.87;4.92;4.81;4.92;119.81;579.84;4.84
17.09.2011;4.87;4.87;4.87;4.87;0.3;1.46;4.87
16.09.2011;4.82;4.87;4.8;4.85;39.91;193.76;4.85
15.09.2011;5.12;5.24;5;5.13;80.14;408.26;5.09
14.09.2011;5.58;5.72;5.52;5.53;61.15;341.85;5.59
13.09.2011;5.8;6;5.65;5.97;58.37;346.1;5.93
