Date;Open;High;Low;Close;Volume_Bitcoin;Volume_Currency;Weighted_Price
23.10.2013;189.74;203.96;185;203.96;24326.01;4773924.04;196.25
22.10.2013;180.15;196.27;179;189.75;41865.07;7918494.25;189.14
21.10.2013;166.6;181.93;166.05;180.13;33107.72;5817807.45;175.72
20.10.2013;166;166.6;162.54;166.59;5667.35;936151.9;165.18
19.10.2013;152.89;172;152.44;166;37966.98;6198648.27;163.26
18.10.2013;143.94;154.69;143.23;152.89;23007.23;3412142.6;148.31
17.10.2013;137.54;145;135;143.94;16767.05;2377733.44;141.81
16.10.2013;142.75;147;137.38;137.56;26332.9;3755375.39;142.61
15.10.2013;135.43;147.39;134.09;142.76;22232.08;3088042.73;138.9
14.10.2013;132.83;138.22;132;135.42;21256.28;2875362.93;135.27
13.10.2013;127.58;133;127.57;132.82;12574.15;1635271.3;130.05
12.10.2013;127.38;128;126.01;127.98;7571.27;964578.82;127.4
11.10.2013;126.8;127.42;125.93;127.38;7866.7;996941.19;126.73
10.10.2013;125.79;126.8;124.9;126.8;11382.15;1432857.87;125.89
09.10.2013;124.5;127.99;122.3;125.9;18933.76;2371894.59;125.27
08.10.2013;123.5;125.17;122.17;124.13;13183.37;1633356.51;123.9
07.10.2013;122.49;124.49;120.11;123.5;11885.13;1461029.42;122.93
06.10.2013;121.25;122.49;121.13;122.49;3926.34;478718;121.92
05.10.2013;121.94;122.29;121.11;121.2;2942.64;357487.43;121.49
04.10.2013;117.62;122.98;116.48;121.94;13194.58;1592026.86;120.66
03.10.2013;103.85;118.79;102;117.63;26112.76;2880250.99;110.3
02.10.2013;127.31;127.8;85;103.85;60639.39;6648985.99;109.65
01.10.2013;126.25;127.93;125.54;127.33;7513.83;955656.53;127.19
30.09.2013;127;127.53;122.77;126.25;11530.52;1452542.55;125.97
29.09.2013;126.5;128.8;126.08;127.01;6745.39;859516.02;127.42
28.09.2013;126.95;127;124.01;126.54;6320.26;797901.76;126.25
27.09.2013;124.85;126.96;124.35;126.95;12117.32;1525024.16;125.85
26.09.2013;123.32;124.9;123;124.84;7784.84;966665;124.17
25.09.2013;123.75;125;123.23;123.25;8053.18;1001020.18;124.3
24.09.2013;122.81;124.01;121.77;123.86;10183.17;1251562.31;122.91
23.09.2013;123.27;123.99;121.54;122.63;7736.93;952118.15;123.06
22.09.2013;123.38;123.5;122.35;123.27;2882.09;354432.28;122.98
21.09.2013;122.92;124.1;121.7;123.39;4154.19;511630.17;123.16
20.09.2013;124.17;126.02;121.16;122.91;10505.08;1300731.89;123.82
19.09.2013;127;127.95;123.02;124.18;10236.25;1284383.54;125.47
18.09.2013;126.92;128;124.2;127;13495.71;1717516.51;127.26
17.09.2013;126.28;127.69;125.47;126.92;8852.61;1122508.4;126.8
16.09.2013;125.36;126.71;124.03;126.27;7602.35;956623.38;125.83
15.09.2013;124.49;126.25;123;125.36;5360.88;668057.12;124.62
14.09.2013;127.71;128;123.05;124.49;8711.86;1091621.45;125.3
13.09.2013;126.38;128.79;125.05;127.71;9309.95;1188163.74;127.62
12.09.2013;127.54;128.5;123.1;126.38;13856.21;1758477.14;126.91
11.09.2013;122.08;127.72;118;127.55;18550.21;2279418.66;122.88
10.09.2013;121.68;124.26;120.8;122.07;11319.89;1390108.09;122.8
09.09.2013;118.37;124.13;115;121.68;21345.73;2549732.46;119.45
08.09.2013;119.91;120.94;116;118.34;5458.69;646449.32;118.43
07.09.2013;116.56;122.16;115.5;119.93;9677;1149614.73;118.8
06.09.2013;122;124.54;115.21;117.67;19391.21;2335197.86;120.43
05.09.2013;121.65;127.5;116.07;122.5;19236.83;2346207.05;121.96
04.09.2013;129.2;129.94;115.21;122.81;18821.05;2340303.33;124.34
03.09.2013;129.4;131;127;129.18;11994.58;1552522.52;129.44
02.09.2013;130.65;132;128.52;130.15;8939.4;1167225.44;130.57
01.09.2013;127.9;132.09;126.79;130.66;8021.56;1043482.29;130.08
31.08.2013;124.86;134.95;124.8;128;19981.34;2581915.04;129.22
30.08.2013;118.91;126.14;118.04;124.86;17374.36;2133543;122.8
29.08.2013;117.91;120;117;118.5;9789.34;1161548.04;118.65
28.08.2013;117.74;119.63;117.04;117.91;10195.73;1208109.81;118.49
27.08.2013;111.85;118.93;111.76;117.75;18924.74;2210936.62;116.83
26.08.2013;113.12;113.3;110.27;111.9;10842.8;1215561.26;112.11
25.08.2013;109.15;113.28;109.15;113.12;9343.16;1042214.42;111.55
24.08.2013;107.91;110.33;106.64;109.15;4332.69;470201.79;108.52
23.08.2013;109.12;109.9;104.2;107.65;9469.68;1020971.5;107.81
22.08.2013;111.52;113.02;107.98;109.12;12231.93;1361634.17;111.32
21.08.2013;104.87;114;104.56;110.43;23925.72;2587111.51;108.13
20.08.2013;102.85;104.88;100.38;104.87;11512.55;1193373.71;103.66
19.08.2013;99.32;105.16;99;102.85;20223.51;2065412.27;102.13
18.08.2013;99.71;99.99;98.41;99.3;2757.61;273310.68;99.11
17.08.2013;98.26;99.82;97.48;99.71;5533.57;546813.6;98.82
16.08.2013;98.09;99;96.5;98.25;9306.11;911378.01;97.93
15.08.2013;99.19;100.01;96.68;98.08;9533.32;940033.72;98.61
14.08.2013;97.75;101;97.03;99.19;17997.72;1783880.83;99.12
13.08.2013;95.37;98.19;94.24;98.15;12840.29;1239041.47;96.5
12.08.2013;94;96.18;93.31;95.35;7203.73;679474.99;94.32
11.08.2013;93.51;94.58;93.12;94.09;1863.55;174827.36;93.81
10.08.2013;92.72;94.25;92.14;93.51;3115.46;290393.27;93.21
09.08.2013;94.26;95.75;90;92.27;12311.24;1143557.3;92.89
08.08.2013;97.09;97.14;91.11;94.27;14017.03;1325286.09;94.55
07.08.2013;97.7;98.32;95.5;97.09;7127.86;693217.23;97.25
06.08.2013;97.88;98.98;97.07;97.69;9248.61;908586.62;98.24
05.08.2013;96.38;98.92;96;97.81;11003.41;1073769.1;97.59
04.08.2013;95.54;96.61;95.5;96.38;3019.67;290561.48;96.22
03.08.2013;95.82;97;93.98;95.55;4499.95;430566.29;95.68
02.08.2013;96.63;98.71;93.03;95.85;15553.07;1501708.35;96.55
01.08.2013;97.77;98.44;95.15;96.62;7832.16;760732.07;97.13
31.07.2013;96.98;101;95;98.28;17025.38;1678360.44;98.58
30.07.2013;93.45;97;92.7;96.57;11695.37;1104665.03;94.45
29.07.2013;92.72;93.5;90.54;93.39;10250.84;950239.35;92.7
28.07.2013;88.16;94.01;87.9;92.71;7294.35;666995.75;91.44
27.07.2013;89.97;90.16;87.8;88.16;3489.15;309697.14;88.76
26.07.2013;90.1;91.77;88.56;89.95;6500.58;587206.38;90.33
25.07.2013;88.42;90.66;87.08;90.16;10416.88;930982.63;89.37
24.07.2013;86.88;88.48;85.73;88.42;9276.42;811057.72;87.43
23.07.2013;85.59;88.88;82;86.98;13038.5;1117223.68;85.69
22.07.2013;85.73;87.08;83;85.6;8294.02;714113.83;86.1
21.07.2013;85.02;86.99;84.25;85.93;2907.86;248381.12;85.42
20.07.2013;86.51;87.07;84.27;85.04;4451.47;383279.82;86.1
19.07.2013;85;88;83.21;86.51;8689.96;738754.76;85.01
18.07.2013;90.96;91;77;85.28;21446.67;1768889.17;82.48
17.07.2013;91.61;92.37;89;90.97;7404.87;673002.47;90.89
16.07.2013;93.76;93.9;89.09;91.55;9285.47;855968.47;92.18
15.07.2013;90.02;95;88.11;93.78;13030.66;1214281.37;93.19
14.07.2013;91.67;93;88.87;90.03;5202.94;477764.63;91.83
13.07.2013;90.19;92.04;87.15;91.67;6004.56;538042.61;89.61
12.07.2013;87.81;100;86.6;90.17;32060.83;2989656.86;93.25
11.07.2013;86.13;89.96;83.85;87.13;17311.06;1492886.5;86.24
10.07.2013;75;86.64;74.81;86.19;27275.18;2179299.92;79.9
09.07.2013;74;76.01;70.25;75.01;15909;1169344.2;73.5
08.07.2013;73.97;76.94;70.1;74.4;18669.58;1384339.34;74.15
07.07.2013;66.34;73.96;64.5;73.96;6858.52;469984.47;68.53
06.07.2013;67.13;72.88;63;66.34;17245.96;1159112.18;67.21
05.07.2013;79.4;79.4;63.26;66.93;32935.37;2322214.83;70.51
04.07.2013;77.33;83.9;70.06;79.4;21957.43;1691620.96;77.04
03.07.2013;88.04;89.56;75.11;77.01;20740.89;1710179.17;82.45
02.07.2013;83.41;88.5;81.9;88;12666.39;1091461.18;86.17
01.07.2013;89.41;90.16;80.94;84.5;20854.47;1784030.16;85.55
30.06.2013;88.83;90.3;88.01;89.53;2390.67;213259.27;89.2
29.06.2013;89.2;91.61;86.2;88.98;4373.62;391126.87;89.43
28.06.2013;96.98;97.45;88.01;89.96;18557.53;1703663.19;91.8
27.06.2013;98.75;98.76;96;96.31;4937.42;482170.12;97.66
26.06.2013;97.57;99.98;96.13;98.77;4940.41;485879.38;98.35
25.06.2013;98.83;101;97.47;97.87;5294.05;526380.47;99.43
24.06.2013;100.4;102.3;95;99.47;9702.69;955431.22;98.47
23.06.2013;100;101.45;98.5;100.41;1977.39;197763.91;100.01
22.06.2013;101.29;103;98.55;100;3350.33;337220.75;100.65
21.06.2013;103;104.86;90;101.8;12331.66;1230642.18;99.8
20.06.2013;105.24;108;102.47;102.61;9088.53;962034.2;105.85
19.06.2013;104.49;107.5;102;105.24;5483.54;577287.67;105.28
18.06.2013;100.39;108.18;99.99;104.5;10874.74;1140452.09;104.87
17.06.2013;98.74;101.47;98.29;100;4785.77;478802.76;100.05
16.06.2013;99.43;101.11;98;99.37;3089.73;307992.69;99.68
15.06.2013;99.01;105;96.22;99.42;4243.41;424828.54;100.11
14.06.2013;101.86;102.95;95;99.01;10698.41;1065910;99.63
13.06.2013;106.1;108.43;95;102;8047.28;832544.87;103.46
12.06.2013;107.35;111.18;105.01;106.56;7612.62;823736.49;108.21
11.06.2013;104.21;108;102.97;107.36;5234.35;556199.67;106.26
10.06.2013;100.17;107.9;93.1;104.22;13536.56;1380204.73;101.96
09.06.2013;109.11;110;90;100.17;30734.5;2998512.84;97.56
08.06.2013;110.17;112.46;108.44;109.11;5055.01;554176.46;109.63
07.06.2013;118.78;119.16;107;110.18;18261.48;2063005.12;112.97
06.06.2013;120.98;121.33;118.43;118.78;4936.98;592802.38;120.07
05.06.2013;120.58;122.74;119.65;121.2;4733.03;571825.81;120.82
04.06.2013;123.22;123.66;116.32;120.57;7975.86;962931.14;120.73
03.06.2013;123.35;125.01;117;123.22;8850.29;1064544.62;120.28
02.06.2013;128.77;128.8;117.02;123;15138.13;1845021.66;121.88
01.06.2013;127.76;128.86;127.09;128.77;3406.49;436510;128.14
31.05.2013;126.78;129.87;125.06;127.91;5633.95;720534.78;127.89
30.05.2013;130.01;131;124.9;126.81;9432.36;1215580.35;128.87
29.05.2013;125.99;130.4;125.53;130.35;9946.84;1276086.57;128.29
28.05.2013;126.2;127.11;123;125.92;6072.76;762645.77;125.58
27.05.2013;130.27;130.6;120.33;126.25;7413.81;944067.49;127.34
26.05.2013;128.98;130.29;127.97;129.5;3916.06;507344.04;129.55
25.05.2013;128.65;129.73;126.03;128.97;5146.71;659629.11;128.17
24.05.2013;123.84;129.94;122.52;128.7;13193.58;1667171.43;126.36
23.05.2013;118.45;123.9;118.36;123.84;10212.8;1235081.78;120.93
22.05.2013;117.25;119.48;117;119.11;7275.6;861702.65;118.44
21.05.2013;117.81;118.56;116.9;117.5;3656.25;430370.52;117.71
20.05.2013;117.27;118.94;114.03;116.55;4541.31;533212.73;117.41
19.05.2013;118.49;118.98;114.1;116.38;4800.36;562576.34;117.19
18.05.2013;117.51;118.55;115.99;118.49;3906.23;458947;117.49
17.05.2013;113.36;118.16;112.82;116.73;9721.36;1122824.6;115.5
16.05.2013;108.96;113.35;108.35;113.35;7515.76;834106.76;110.98
15.05.2013;107;113;101.72;108.95;10914.52;1187889.94;108.84
14.05.2013;115.98;117.9;103.5;107;12120.01;1369310.43;112.98
13.05.2013;115.05;117.48;113.55;115.99;3412.04;396130.06;116.1
12.05.2013;115.58;117.86;113;114.5;3366.7;386962.63;114.94
11.05.2013;117.9;118.5;112.95;115.04;4692.1;541315.23;115.37
10.05.2013;111.96;119.98;109.2;117.9;10480.14;1210254.42;115.48
09.05.2013;113.16;113.95;109;111.96;6725.71;747542.35;111.15
08.05.2013;110.92;116.29;109.41;113.16;8261.64;933648.94;113.01
07.05.2013;112.67;112.95;98.77;110;14941.55;1598932.96;107.01
06.05.2013;116.9;123.97;105;112.71;17251.56;2019204.73;117.04
05.05.2013;112.89;118.76;106.5;116.57;9033.94;1027108.59;113.69
04.05.2013;98.08;115.64;94;112.62;15910.13;1680499.99;105.62
03.05.2013;107.02;108;81.5;98.08;26863.56;2454817.07;91.38
02.05.2013;116.75;127.24;93.01;106.81;21725.13;2337279.84;107.58
01.05.2013;139.87;140.3;104.9;116.75;21104.9;2571869.93;121.86
30.04.2013;143.32;144.99;133.89;139.88;8465.3;1177535.61;139.1
29.04.2013;135.31;151.65;123.96;143.31;10485.46;1481409.04;141.28
28.04.2013;128.8;148.18;121.57;135.28;5136.53;687058.93;133.76
27.04.2013;137.3;148.61;125.76;128.8;6686.08;880153.63;131.64
26.04.2013;141.9;142.53;126.68;137.3;10688.92;1434028.95;134.16
25.04.2013;150;170.28;123.2;141.9;16566.09;2371208.93;143.14
24.04.2013;137.3;161;134.98;149;21232.85;3132037;147.51
23.04.2013;123.73;138.87;121.12;137.29;13391.87;1754207.72;130.99
22.04.2013;118.91;125.01;116;123.74;6675.55;806995.96;120.89
21.04.2013;126.55;129;101;118.81;17188.09;2014050.17;117.18
20.04.2013;118.11;129.79;114.27;126.55;7474.81;917496.79;122.75
19.04.2013;109.3;140.2;100;117.71;25498.95;3014004.73;118.2
18.04.2013;89.98;111.23;78.92;109.3;16527.46;1599320.96;96.77
17.04.2013;67.85;101.12;60;89.98;30854.42;2607701.52;84.52
16.04.2013;73.99;82;49.8;68.09;35706.59;2335121.25;65.4
15.04.2013;91.79;99.8;60;74;19578.13;1685980.11;86.12
14.04.2013;90.44;99.99;81.94;91.11;5777.57;549492.06;95.11
13.04.2013;109.9;119;85;91.64;16830.84;1708591.81;101.52
12.04.2013;81.02;112;45;109.9;29095.91;2208419;75.9
11.04.2013;162;179;50;83.4;37205.88;3955205.77;106.31
10.04.2013;228.94;259.34;70;162;20889.47;3647719.88;174.62
09.04.2013;185.6;235.29;164.34;229;11211.79;2408925.33;214.86
08.04.2013;164.97;198;162;185.6;13411.06;2441789.84;182.07
07.04.2013;141;165.1;140.65;164.97;6737.21;1031866.58;153.16
06.04.2013;141.8;150.03;138.5;141;3504.27;496447.04;141.67
05.04.2013;134.67;200;127.09;141.8;7564.28;1059570.02;140.08
04.04.2013;133.87;150;119;135;7265.27;962558.35;132.49
03.04.2013;116;158.41;110;133.78;15003.95;1942177.68;129.44
02.04.2013;103.73;116;100.1;116;6441.04;703416.05;109.21
01.04.2013;95.5;106.5;93.7;104.7;6540.71;651512.72;99.61
31.03.2013;92.12;96.15;92.12;96.15;2003.82;188706.62;94.17
30.03.2013;90.49;95;89.31;92.11;1799.52;167125.88;92.87
29.03.2013;88.96;94;84;90;6658.42;598347.5;89.86
28.03.2013;89.4;97;80;88.52;9823.47;885159.1;90.11
27.03.2013;79.81;89.99;78.75;89.3;6073.08;528292.73;86.99
26.03.2013;74.3;100;74.3;79.81;6748.68;536804.56;79.54
25.03.2013;70.22;80;69.25;75.11;8198.25;600261.14;73.22
24.03.2013;64.37;71;63.36;70.22;3627.69;249504.61;68.78
23.03.2013;68.81;72;50.09;63.9;13092.95;799580.96;61.07
22.03.2013;70.87;74.47;65;69.9;5462.7;385986.77;70.66
21.03.2013;65.13;76.91;64.61;72.23;9864.57;697134.34;70.67
20.03.2013;59.46;67.99;58.86;64.2;8546.01;529201.14;61.92
19.03.2013;49.87;60;48;59.41;9303.94;514314.62;55.28
18.03.2013;47.24;51.1;46.98;50.35;5924.1;285215.39;48.14
17.03.2013;46.7;47.24;46.7;47.24;1102.96;51827.61;46.99
16.03.2013;46.93;47;46.58;46.74;909.76;42583.45;46.81
15.03.2013;46.95;47.29;46.9;46.9;1063.76;50102.52;47.1
14.03.2013;46.99;47.97;46.8;46.95;3527.69;167173.93;47.39
13.03.2013;44.29;47.09;44.2;46.99;3290.23;152004.66;46.2
12.03.2013;48.15;48.25;36;44.84;11195.7;484836.09;43.31
11.03.2013;45.97;48.38;45.6;48.25;3400.79;160700.39;47.25
10.03.2013;45.76;47;45;45.29;1252.1;57957.99;46.29
09.03.2013;43.77;46;42;46;3829.22;169630.82;44.3
08.03.2013;41.68;44.37;40.56;43.76;4388.76;187903.31;42.81
07.03.2013;42.31;46;33;41.68;16259.06;656197.27;40.36
06.03.2013;40.66;49.17;40.66;42.32;10298.44;477703.03;46.39
05.03.2013;36.56;41;36.53;40.75;6476.19;255026.77;39.38
04.03.2013;34.33;37;34.24;36.52;6165.24;218170.51;35.39
03.03.2013;34.29;34.34;33.91;34.33;1136.63;38835.95;34.17
02.03.2013;34.55;34.77;33.6;34.16;2128.57;72650.36;34.13
01.03.2013;33.53;34.75;33.25;34.55;3666.43;125024.62;34.1
28.02.2013;31.31;34.42;31.31;33.53;6726.87;222654.29;33.1
27.02.2013;31.01;31.77;30.45;31.31;3168.54;98872.37;31.2
26.02.2013;30.43;32;29.85;31.1;5071.9;156914.91;30.94
25.02.2013;29.79;30.49;29.78;30.43;1564.85;47315.24;30.24
24.02.2013;29.55;30.37;29.08;29.78;1590.78;47358.79;29.77
23.02.2013;30.37;30.44;27.67;29.54;3865.85;112006.75;28.97
22.02.2013;29.96;31.49;29.9;30.4;6182.2;188602.71;30.51
21.02.2013;30;30.14;29.6;30;3576.11;106946.58;29.91
20.02.2013;29.39;30.07;29.21;30;3832.39;113554.95;29.63
19.02.2013;26.92;29.5;26.7;29.39;9541.05;269205.92;28.22
18.02.2013;26.81;27;26.29;26.92;3103.54;82786.8;26.67
17.02.2013;27.36;27.5;25.25;26.98;7942;208241.44;26.22
16.02.2013;27.43;27.58;26.71;27.5;2782.39;75384.62;27.09
15.02.2013;27.4;27.56;26.72;27;3145.14;85416.68;27.16
14.02.2013;25;27.5;22.42;27.4;12042.5;304559.44;25.29
13.02.2013;25.33;25.97;25;25;3983.64;101818.26;25.56
12.02.2013;23.94;25.85;23.87;25.47;8534.23;212940.28;24.95
11.02.2013;23.74;23.94;23.16;23.94;2978.35;70368.4;23.63
10.02.2013;23.46;23.8;22.85;23.7;2194.81;51399.55;23.42
09.02.2013;22.4;23.5;22.24;23.14;2134.08;48434.13;22.7
08.02.2013;21.95;22.63;21.81;22.4;2801.67;62459.85;22.29
07.02.2013;20.91;21.96;20.9;21.71;6307.58;134111.52;21.26
06.02.2013;20.56;20.99;20.33;20.91;3424.26;71187.86;20.79
05.02.2013;20.3;20.69;20.08;20.5;3193.31;65127.98;20.4
04.02.2013;20.55;20.7;19.9;20.3;4506.95;92079.82;20.43
03.02.2013;19.76;20.59;19.57;20.29;2479.42;50025.84;20.18
02.02.2013;20.35;20.53;19.5;19.82;4786.98;94152.17;19.67
01.02.2013;20.3;20.9;20.04;20.35;3503.83;72116.85;20.58
31.01.2013;19.45;21;19.27;20.46;5738.86;115283.72;20.09
30.01.2013;19.46;19.47;18.85;19.45;2557.51;48878.95;19.11
29.01.2013;18.6;19.85;18.53;19.35;4541.64;87069.57;19.17
28.01.2013;17.6;18.74;17.48;18.67;5344.52;96361.46;18.03
27.01.2013;17.49;17.6;17.08;17.6;2589.57;45217.37;17.46
26.01.2013;17.3;17.49;16.67;17.49;2485.9;42385.89;17.05
25.01.2013;17.15;17.72;16.12;17.49;5131.56;87773.8;17.1
24.01.2013;17.5;19.2;16;17.29;14880.17;269214.38;18.09
23.01.2013;17.5;17.6;16.86;17.5;4853.16;83871.77;17.28
22.01.2013;16.53;17.6;16.45;17.35;3827.76;65908.21;17.22
21.01.2013;15.62;16.98;15.45;16.52;5634.63;91833.15;16.3
20.01.2013;15.48;15.69;15.38;15.5;1427.77;22158.06;15.52
19.01.2013;15.52;15.65;15.32;15.38;1993.54;30700.8;15.4
18.01.2013;15.34;15.7;15.17;15.57;6749.53;104430.41;15.47
17.01.2013;14.53;15.47;14.45;15.36;5227.76;78132.72;14.95
16.01.2013;14.15;14.65;14.01;14.53;5436.23;78305.36;14.4
15.01.2013;14.1;14.32;13.88;14.2;4961.38;70161.09;14.14
14.01.2013;13.65;14.1;13.5;14.1;4314.6;60172.1;13.95
13.01.2013;13.94;14.03;13.54;13.64;1578.51;21695.65;13.74
12.01.2013;14.02;14.07;13.84;13.89;2245.56;31296.03;13.94
11.01.2013;14;14.1;13.85;14;2405.63;33619.02;13.98
10.01.2013;13.67;14.19;13.5;14;3719.45;51323.12;13.8
09.01.2013;13.51;13.65;13.18;13.58;4640.27;62258.1;13.42
08.01.2013;13.2;13.5;13.05;13.5;6086.28;81166.31;13.34
07.01.2013;13.1;13.2;13.04;13.2;3935.25;51741.81;13.15
06.01.2013;13.11;13.15;13.06;13.15;453.56;5943.52;13.1
05.01.2013;13.19;13.19;13.03;13.15;1463.54;19221.27;13.13
04.01.2013;13.12;13.24;12.84;13.19;2700.25;35364.47;13.1
03.01.2013;13.09;13.26;12.96;13.19;3320.97;43609.27;13.13
02.01.2013;13.12;13.19;12.98;13.09;1840.85;24114.05;13.1
01.01.2013;13.24;13.24;12.77;13.22;2116.93;27536.43;13.01
