Date;Open;High;Low;Close;Volume_Bitcoin;Volume_Currency;Weighted_Price
28.05.2016;470.58;529.08;468;519.41;12568.03;6208198.25;493.97
27.05.2016;452.07;478.16;452.07;472.05;12234.2;5759605.5;470.78
26.05.2016;448.27;452.98;446.8;452.07;3768.5;1695944.87;450.03
25.05.2016;445.31;449.6;444.26;448.7;3663.32;1639628.08;447.58
24.05.2016;442.63;446.37;441;443.97;3072.78;1366675.34;444.77
23.05.2016;438.72;442.99;436.4;442.99;2625.6;1157133.45;440.71
22.05.2016;442.72;443.47;435;438.8;2350.68;1032621.87;439.29
21.05.2016;442.84;443.98;435.28;443.31;1916.43;844578.21;440.7
20.05.2016;436.3;444.41;435.06;442.72;3448.23;1520946.42;441.08
19.05.2016;452.47;453.85;435.03;436.3;5961.12;2667369.27;447.46
18.05.2016;452.96;455.68;452;452.92;2608.23;1184326.53;454.07
17.05.2016;454;456.09;452;453.08;3430.48;1555633.96;453.47
16.05.2016;457.56;458;451.11;454;3248.19;1479592.23;455.51
15.05.2016;456.3;458.08;454.72;457.56;1612.71;736345.01;456.59
14.05.2016;456.42;457.25;453.51;455.57;1377.72;628027.39;455.85
13.05.2016;455.2;456.82;452.04;455.91;2822.65;1283980.61;454.88
12.05.2016;452.95;455.25;448.88;455.2;3453.49;1560850.72;451.96
11.05.2016;450.88;457.99;450.32;452.91;3352.58;1520976.99;453.67
10.05.2016;461.49;463;447.38;451.62;5746.16;2608139.07;453.89
09.05.2016;457.75;464.79;455.62;460.82;3536.5;1625816.36;459.72
08.05.2016;458.97;459.69;455.95;458.21;1353.23;619028.39;457.44
07.05.2016;458.98;461;455.95;458.07;2004.64;918778.35;458.33
06.05.2016;448.5;463.97;447.03;458.48;5540.14;2518562.05;454.6
05.05.2016;447.36;450;445.11;448.5;2569.59;1150544.09;447.75
04.05.2016;451.18;451.68;444.15;446.63;3327.61;1488189.72;447.23
03.05.2016;444.06;452;440.78;450.61;5576.91;2496652.81;447.68
02.05.2016;452.99;453.8;438.59;444.06;6362.93;2824163.35;443.85
01.05.2016;448.43;453.78;446.84;453;1190.7;537276.06;451.23
30.04.2016;456.53;456.9;446.5;448.37;2419.58;1091522.44;451.12
29.04.2016;449.94;456.53;445.62;456.53;2982.54;1347430.83;451.77
28.04.2016;445.39;451;435;449.14;8736.26;3884773.46;444.67
27.04.2016;467.39;469.03;443.2;445.38;7084.24;3233410.84;456.42
26.04.2016;462.29;469.87;462.13;467.42;4629.19;2154820.59;465.49
25.04.2016;460.03;469.47;455.13;462.33;5607.19;2589826.88;461.88
24.04.2016;451.92;470.02;447.06;460.02;7103.31;3252973.56;457.95
23.04.2016;447.16;452.19;444.46;451.92;2250.04;1008095.22;448.04
22.04.2016;451;451.36;442.96;447.7;5494.44;2458441.08;447.44
21.04.2016;441.99;452.11;440;451;5421.16;2417983.8;446.03
20.04.2016;435.7;444;433.11;442.13;7602.65;3334632.04;438.61
19.04.2016;428.14;436.82;426.24;435.63;3798.24;1634274.12;430.27
18.04.2016;427.15;430.01;425.8;428.14;3180.43;1359481.31;427.45
17.04.2016;430.18;430.91;377.87;427.42;1502.86;642520.65;427.53
16.04.2016;429.29;432.87;381.47;430.69;1848.39;794725.23;429.95
15.04.2016;424.4;430;423.07;429.45;4406.24;1883221.87;427.4
14.04.2016;423.6;425.35;420.57;424.86;3863.8;1637346.08;423.77
13.04.2016;425.32;426;422.27;423.93;3917.08;1661013.31;424.04
12.04.2016;422.79;426.67;421;425.54;6082.73;2581942.43;424.47
11.04.2016;420.4;422.8;418;422.69;3487.83;1467164.56;420.65
10.04.2016;418.59;421.79;417.2;420.04;1779.83;746886.33;419.64
09.04.2016;417.75;418.71;412;418.24;3599.4;1497170.37;415.95
08.04.2016;419.99;423.99;416.26;417.75;4584.13;1928359.91;420.66
07.04.2016;420.62;421.99;418.09;420;3216.81;1352741.71;420.52
06.04.2016;422.71;422.9;420;421.03;2396.35;1010238.99;421.57
05.04.2016;418.81;423;416.61;422.71;3956.56;1665558.65;420.96
04.04.2016;418.51;419.85;416;418.75;3457.56;1445848.18;418.17
03.04.2016;419.35;419.48;416.1;419.11;1337.67;558989.71;417.88
02.04.2016;416.31;420;416.01;419;2072.95;867252.47;418.37
01.04.2016;414.66;416.99;413.42;416.31;3736.77;1552890.07;415.57
31.03.2016;413.68;416.99;411.4;414.66;3774.42;1566080.97;414.92
30.03.2016;415.43;415.93;408.59;413.74;4824.85;1990559.5;412.56
29.03.2016;422.87;424.37;407.22;415.95;5955;2473866.21;415.43
28.03.2016;424.62;424.77;420.32;422.87;3283.79;1388121.95;422.72
27.03.2016;416.96;427.99;415.77;424.77;5038.88;2135073.92;423.72
26.03.2016;415.6;416.99;414;416.96;1253.01;521077.51;415.86
25.03.2016;415.17;416.92;412;415.7;2588.78;1074765.82;415.16
24.03.2016;417.62;418.15;412.85;415.17;2776.61;1155165.75;416.03
23.03.2016;416.39;419;413.44;417.62;4946.4;2059556.01;416.38
22.03.2016;411.15;416.99;410.35;416.64;3950.16;1638956.4;414.91
21.03.2016;410.62;411.96;406.5;411.67;3546.28;1451351.16;409.26
20.03.2016;408.36;412;406.6;411.28;2579;1057230.7;409.94
19.03.2016;407.5;409.95;404.1;409.04;2870.25;1167962.94;406.92
18.03.2016;418.47;418.49;403.34;407.91;6391.25;2620535.28;410.02
17.03.2016;416.52;419;415.66;418.49;3704.16;1548743.03;418.11
16.03.2016;415.84;416.82;413.15;416.57;4100.48;1702108.56;415.1
15.03.2016;414.83;417.43;412.15;415.85;4569.88;1898781.06;415.5
14.03.2016;412.99;415.22;410.5;414.99;4470.79;1848804.29;413.53
13.03.2016;409.95;417;409.67;413.04;3286.87;1357510.22;413.01
12.03.2016;419.14;420.93;406.59;410.9;4640.49;1916201.04;412.93
11.03.2016;416;421.91;415.11;419.13;5950.81;2495505.29;419.36
10.03.2016;412.99;416.9;409.31;416;5255.3;2172818.96;413.45
09.03.2016;412.14;413.51;408.75;413;4876.79;2006337.15;411.41
08.03.2016;413.96;414.99;408.46;411.75;5576.26;2294301.55;411.44
07.03.2016;406.15;414.96;403.03;414.01;5937.73;2435455.25;410.17
06.03.2016;399.77;412.31;393.11;406.23;5692.01;2305615.94;405.06
05.03.2016;408.18;408.98;382;399.83;16436.4;6542504.74;398.05
04.03.2016;420.29;423.9;406.02;408.01;7789;3242408.24;416.28
03.03.2016;422.4;424.47;415.85;420.29;7483.65;3144344.87;420.16
02.03.2016;433.33;434.5;421.31;423.45;5788.38;2484758.41;429.27
01.03.2016;436.75;437.5;427.01;432.5;6941.52;2999990.2;432.18
29.02.2016;430.26;440.99;428.12;435.23;8463.35;3688136.64;435.78
28.02.2016;431.07;435;422.29;431.68;3501.19;1503570.39;429.45
27.02.2016;432;435;428.22;431.07;4159.36;1794059.03;431.33
26.02.2016;423.38;432;418.01;432;4635.12;1965128.87;423.97
25.02.2016;423.79;426.75;415.79;423.51;5597.97;2361226.42;421.8
24.02.2016;419.1;424.28;409.07;423.78;7258.36;3044435.84;419.44
23.02.2016;438.26;440;414;419.1;10509.61;4460860.99;424.46
22.02.2016;438.33;439.5;431.15;438.27;5840.32;2550862.12;436.77
21.02.2016;434.63;447.99;426;438.5;10300.35;4513446.91;438.18
20.02.2016;419.98;443.96;419.5;434.63;11633.27;5037569.38;433.03
19.02.2016;421.15;422;414;419.54;5015.54;2101914.47;419.08
18.02.2016;415.59;424.9;413.4;421.18;8588.93;3610499.41;420.37
17.02.2016;407.51;421.11;404;415.54;11842.78;4915480.62;415.06
16.02.2016;399.5;407.8;396;407.51;8354.83;3372130.22;403.61
15.02.2016;405.5;409.71;393.4;399.28;7906.7;3178245.78;401.97
14.02.2016;390.99;406.71;390.59;405;9758.39;3887244.21;398.35
13.02.2016;383;390.99;382;390.99;7324.97;2836694.35;387.26
12.02.2016;377.98;383.48;377.07;383.27;5996.09;2285206.43;381.12
11.02.2016;379.34;380.5;373.54;377.98;7471.96;2820555.12;377.49
10.02.2016;373.69;383.85;372.12;379.66;10006.63;3792903.88;379.04
09.02.2016;370.95;377;369.12;373.2;5779.68;2157256.83;373.25
08.02.2016;375;378.99;369.99;370.91;6943.11;2599524.23;374.4
07.02.2016;375.39;380;373.04;375;2885.48;1084985.75;376.02
06.02.2016;384.97;384.98;371.35;375.39;5735.7;2159252.72;376.46
05.02.2016;388;389.5;382.99;385;7372.61;2854281.75;387.15
04.02.2016;368.4;391.88;367.95;387.82;13446.48;5138708.85;382.16
03.02.2016;373.05;374;365;368.38;7107.79;2631356.07;370.21
02.02.2016;371.79;375;369.73;373.05;5719.11;2133603.92;373.07
01.02.2016;368.49;378.2;366.53;371.81;7255.13;2703288;372.6
31.01.2016;376.38;379.3;364.7;368.49;4166.67;1559953.4;374.39
30.01.2016;378.12;380.42;372.95;375.64;2587.11;975585.61;377.1
29.01.2016;379.55;383.99;363.73;378.22;13544.15;5084544.75;375.41
28.01.2016;394.62;395.56;376;379.75;11414.05;4361450.24;382.11
27.01.2016;391.77;397;390.31;394.95;4262.63;1680905.77;394.34
26.01.2016;390.1;397.7;386.2;391.77;6589.15;2585992.59;392.46
25.01.2016;402.16;402.31;385.5;390.9;8040.83;3169083.78;394.12
24.01.2016;386.37;405.97;385.36;402.16;5448.85;2176476.21;399.44
23.01.2016;382.85;395;381.05;386.4;7664.89;2974351.32;388.05
22.01.2016;409.42;410.07;374.45;382.55;14744.76;5747610.6;389.81
21.01.2016;418.9;421.25;404.59;409.59;9414.56;3886595.68;412.83
20.01.2016;376.9;422.98;372.53;416.32;25172.92;10071637.71;400.1
19.01.2016;385.47;386.92;375.59;376.76;7223;2758289.78;381.88
18.01.2016;379.94;388.5;373.63;385.49;7015.53;2680282.37;382.05
17.01.2016;387.8;391.14;376;380.16;8416.94;3222126.45;382.81
16.01.2016;360.62;392.07;352;386.91;25019.25;9314016.2;372.27
15.01.2016;429.55;429.8;360;360;37326.7;14756284.24;395.33
14.01.2016;432.64;434;427;429.55;4420.91;1903623.77;430.6
13.01.2016;434.78;438.35;424.5;432.64;10067.02;4327468.86;429.87
12.01.2016;448;448;434.35;434.85;6930.9;3067862.76;442.64
11.01.2016;448.2;451.13;438;448;7986.46;3557149.61;445.4
10.01.2016;448.84;449.89;440.8;448.79;4078.61;1813405.06;444.61
09.01.2016;452.02;454;446.68;448.84;4396.05;1976929.79;449.71
08.01.2016;456.87;465;444.51;452.7;10258.99;4654977.99;453.75
07.01.2016;429.99;459.16;429.25;457;16833.42;7536413.29;447.71
06.01.2016;432.45;432.67;426.54;429.56;5507.61;2369036.46;430.14
05.01.2016;433.31;435.39;429.5;432.43;3881.72;1677111.44;432.05
04.01.2016;431.54;435.86;428.44;434.17;5717.6;2474772.5;432.83
03.01.2016;433.2;434.09;424.06;431.04;4571.1;1959152.6;428.6
02.01.2016;434.87;435.99;430.42;433.55;2972.06;1287773.39;433.29
01.01.2016;430.89;436;427.2;433.82;3788.11;1640577.93;433.09
